1,1,283.08447265625,276.1773986816406,633.8156127929688,518.857177734375,1,-1,-1,-1
1,2,207.70974731445312,445.7685241699219,119.46252441406251,95.52554321289062,1,-1,-1,-1
2,1,285.83051324672175,276.7511619378713,632.0054042715036,517.3919707999742,1,-1,-1,-1
2,2,199.80753078794606,427.5263429752066,148.6236237167537,118.93376525374484,1,-1,-1,-1
3,1,308.7667525250336,281.1476682657999,608.90470340389,498.90512092954145,1,-1,-1,-1
3,2,204.91764783656606,423.0210917206381,169.04396119055139,135.5543712305319,1,-1,-1,-1
4,1,323.11690814564656,282.3003277222864,599.3601278572685,492.3482243556975,1,-1,-1,-1
4,2,203.84948450111386,418.36429392164433,184.24411284868782,147.7911823090112,1,-1,-1,-1
5,1,350.15872830869887,295.0367940727376,567.7639017686035,467.6682983845662,1,-1,-1,-1
5,2,173.62123775618312,414.3449810969964,200.8424101025654,159.60229386373146,1,-1,-1,-1
6,1,368.84528492400904,310.4372268476185,540.0981687486441,446.10215541836334,1,-1,-1,-1
6,2,163.15312509586616,403.8047394576719,241.53451245226307,189.2221063948936,1,-1,-1,-1
7,1,383.2643066925278,318.7393856089658,522.1290163623927,432.40019606031893,1,-1,-1,-1
7,2,116.94023233535107,409.62742981945723,245.11299309704012,190.9197192571721,1,-1,-1,-1
8,1,391.44524807884676,323.7605521143275,510.6946057786157,423.73378647512766,1,-1,-1,-1
8,2,67.31824471622883,408.9973351518427,269.0876012496815,206.24482939719212,1,-1,-1,-1
8,4,901.0185401359809,460.97589721679685,33.54602519678848,37.276416015625,1,-1,-1,-1
9,1,400.25584283678444,326.9048308337311,502.5306204956079,417.7169354937948,1,-1,-1,-1
9,2,19.128423106876852,406.73765584094735,292.31060200347434,224.07094338954224,1,-1,-1,-1
9,4,905.3335793757813,461.1454055331936,32.86126968340163,36.63133873634318,1,-1,-1,-1
10,1,408.30724237296874,324.45452589596937,497.35717066276874,414.04910924905306,1,-1,-1,-1
11,1,412.1564930085235,318.4618995496909,495.69284990537795,412.9379676006719,1,-1,-1,-1
12,1,415.24904002892026,314.21752537480506,499.36822675173374,416.51173008644497,1,-1,-1,-1
13,1,416.10106096743715,307.03992706814086,503.25097879304974,420.08556639453286,1,-1,-1,-1
13,9,935.9175420308533,444.2011413574219,40.04123429766855,43.22208251953125,1,-1,-1,-1
13,2,28.954172949737398,390.4559948557349,266.8108838248232,203.62904616454713,1,-1,-1,-1
14,1,420.495789944639,300.0820898087454,504.3979407201692,421.21602605102794,1,-1,-1,-1
14,10,364.12094260972003,411.41167602539065,97.59043899930995,101.97327270507813,1,-1,-1,-1
14,2,3.518525342794163,380.9721864969435,280.9918151176361,213.88042122438875,1,-1,-1,-1
15,1,424.71940446539656,301.1262387841144,506.8238389860581,423.09442980982465,1,-1,-1,-1
15,10,343.10484975205907,411.8890517912288,100.90418825656515,103.75750252815995,1,-1,-1,-1
15,11,952.3551715336542,436.62685546875,47.26158076081661,46.97010498046875,1,-1,-1,-1
16,1,431.92186436197073,307.1324914929372,505.9695141698997,422.00675071172674,1,-1,-1,-1
17,1,436.31596551375543,307.6153469476789,510.20758462942683,425.19827053883193,1,-1,-1,-1
18,1,440.790155146605,309.24389807712174,509.4077105441181,423.83254518559704,1,-1,-1,-1
19,1,442.9124815304325,306.1690338737617,516.6040347160108,429.46007251735836,1,-1,-1,-1
20,1,441.5003842565093,296.16074444241,530.9645505314131,442.27384150615455,1,-1,-1,-1
21,1,443.97448591668154,290.6094273977741,538.200005238988,449.5784409708336,1,-1,-1,-1
22,1,446.96919942604643,288.90997187024857,539.0811917157628,451.1249435362228,1,-1,-1,-1
23,1,452.14960819053465,284.76808510361707,537.5851018423509,450.9482399343342,1,-1,-1,-1
23,16,976.8954370471603,395.9866638183594,125.13252678458561,86.54994506835938,1,-1,-1,-1
24,1,456.5091777176937,287.2099466271073,535.4856164689562,450.7338217845912,1,-1,-1,-1
24,16,978.6217712551484,395.3317260805282,126.06587137373435,86.80565257218669,1,-1,-1,-1
25,1,474.25104577680867,299.19813916223904,517.9849392261211,436.9736430850399,1,-1,-1,-1
25,16,981.5363095490274,397.7853767506065,131.15450736592555,89.58742333799519,1,-1,-1,-1
25,18,383.2354264808064,412.4121520996094,129.53631866924664,129.60620727539063,1,-1,-1,-1
26,1,492.2190569461787,309.6730996182238,497.6091578793188,420.8681904637538,1,-1,-1,-1
26,16,986.8288351186357,398.8167330538822,134.71386755542972,90.79912484741082,1,-1,-1,-1
27,1,504.69765039395634,317.43607124053443,479.6618085079861,406.83277871376583,1,-1,-1,-1
27,16,991.7030966493614,398.92835989425873,139.85323930417925,92.80218262082057,1,-1,-1,-1
28,1,519.091827229584,329.6149220370868,453.8379024356447,385.3592055712338,1,-1,-1,-1
28,16,992.4069286691472,401.32213728968156,143.97320209487486,94.14569842182685,1,-1,-1,-1
29,1,532.7375709756006,345.30678276734045,426.8975729202302,362.38304892254814,1,-1,-1,-1
29,16,993.9662104586346,401.8342869225383,152.1993297029707,97.79565404048036,1,-1,-1,-1
30,1,531.3239884497705,345.349519682069,417.43266208539035,355.3805851868086,1,-1,-1,-1
30,16,997.0965991911431,401.4735406678521,158.51996016623133,99.65307866863712,1,-1,-1,-1
31,1,525.7168237103763,349.48904251820943,404.0738482888077,344.7563544392526,1,-1,-1,-1
32,1,501.9078989113067,349.8373221900216,394.4028283160106,335.03742896920556,1,-1,-1,-1
33,1,466.4384398290424,351.9244387555797,389.3731672545544,327.7618996472293,1,-1,-1,-1
34,1,416.8367846127727,348.94556891333593,389.75042384973017,323.64741425253624,1,-1,-1,-1
35,1,349.58925125862,343.99546105310276,392.48484268090294,319.41282097266156,1,-1,-1,-1
36,1,252.81450349479007,324.289901021682,408.33661487335917,325.08401411316817,1,-1,-1,-1
53,33,994.3885843218525,416.7192810058594,24.23476983285771,18.028759765625,1,-1,-1,-1
55,34,976.0685243061537,426.48109130859376,22.79694796972388,17.21595458984375,1,-1,-1,-1
89,50,898.6664251739849,396.0142822265625,23.717857659842807,23.18037109375,1,-1,-1,-1
